age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
31,Bachelor,Widowed,3,North,Self-Employed,4.6,55,49646.92,4137.24,1250.57,3338.85,611,4,2,0.506,Car,6337.75,60,4.63,118.52,0.0286,0.1277,Own,0,4
64,Master,Married,3,South,Employed,2.2,25,101368.35,8447.36,32624.32,13421.07,684,10,4,0.1447,Car,29012.78,60,8.81,599.54,0.071,0.2862,Own,1,0
21,Associate,Divorced,2,East,Self-Employed,6.0,72,49867.91,4155.66,10791.98,8144.3,768,12,9,0.0794,Business,16251.42,120,7.28,191.01,0.046,0.3259,Mortgage,0,3
66,Bachelor,Single,4,West,Employed,2.6,31,86529.59,7210.8,790.76,2116.36,777,11,7,0.0574,Education,8946.5,12,4.47,763.71,0.1059,0.1034,Mortgage,0,1
34,High School,Widowed,3,Central,Employed,5.7,68,43858.81,3654.9,11507.13,4082.52,766,8,3,0.0923,Car,8742.32,48,11.66,228.75,0.0626,0.1993,Mortgage,0,7
70,Bachelor,Divorced,1,Central,Unemployed,3.2,37,84567.24,7047.27,31923.32,2876.7,724,15,5,0.1701,Education,10799.2,12,9.59,947.34,0.1344,0.1277,Own,1,6
34,Associate,Single,2,North,Employed,6.4,76,54174.29,4514.52,26000.07,592.59,677,6,2,0.2613,Home,3664.47,120,5.56,39.87,0.0088,0.0676,Mortgage,0,2
42,High School,Married,3,East,Employed,6.4,77,35828.73,2985.73,18597.94,2934.54,726,14,7,0.4186,Car,18401.05,36,3.57,539.75,0.1808,0.5136,Mortgage,0,4
55,High School,Married,0,Central,Part-Time,8.7,104,49510.11,4125.84,1618.87,3361.79,575,12,0,0.4697,Car,15507.25,48,8.67,383.44,0.0929,0.3132,Own,1,2
25,Associate,Married,2,North,Employed,7.0,83,41021.79,3418.48,1180.52,19903.52,649,7,0,0.3592,Personal,5328.83,60,10.13,113.56,0.0332,0.1299,Rent,1,3
49,Bachelor,Married,5,West,Employed,3.5,41,65405.43,5450.45,2821.63,4129.8,792,11,6,0.2087,Medical,27040.3,36,6.62,830.27,0.1523,0.4134,Mortgage,0,6
46,Bachelor,Married,2,East,Self-Employed,14.1,168,64229.86,5352.49,5020.62,33206.88,753,4,5,0.6338,Business,13671.76,12,10.05,1202.31,0.2246,0.2129,Own,0,4
62,Associate,Single,3,North,Retired,10.0,120,71378.63,5948.22,2531.66,11379.58,582,4,5,0.0713,Personal,35754.32,120,7.3,420.72,0.0707,0.5009,Mortgage,0,6
74,PhD,Single,4,North,Employed,5.3,63,145771.01,12147.58,5362.92,3231.65,708,7,2,0.379,Vacation,78510.71,84,9.7,1291.08,0.1063,0.5386,Own,0,3
55,PhD,Single,1,South,Unemployed,3.6,42,133679.08,11139.92,30302.97,21855.14,607,15,4,0.5209,Education,13676.97,48,9.74,345.19,0.031,0.1023,Rent,0,4
41,High School,Married,4,North,Self-Employed,0.7,7,32276.84,2689.74,4941.55,10390.13,657,15,6,0.0252,Business,85475.01,12,2.4,7215.76,1.0,2.6482,Own,0,3
41,Bachelor,Married,0,North,Employed,0.3,3,74705.99,6225.5,12611.38,28123.59,798,15,4,0.6151,Education,17679.24,36,7.2,547.48,0.0879,0.2367,Mortgage,0,0
41,Bachelor,Married,2,East,Part-Time,13.2,158,57602.24,4800.19,13199.28,5949.89,534,7,8,0.3376,Vacation,46290.91,48,2.28,1009.87,0.2104,0.8036,Rent,0,0
64,Master,Single,3,West,Employed,12.7,152,119246.17,9937.18,5337.33,51839.04,577,12,5,0.2882,Business,40429.01,12,7.23,3502.42,0.3525,0.339,Other,1,0
36,Bachelor,Single,1,East,Part-Time,5.1,60,55459.67,4621.64,513.39,5230.47,692,19,2,0.1424,Home,7088.14,12,2.12,597.48,0.1293,0.1278,Other,0,5
27,Master,Married,4,West,Self-Employed,14.8,177,70923.04,5910.25,4824.01,33179.01,717,12,0,0.0521,Vacation,25158.99,48,9.32,629.85,0.1066,0.3547,Own,1,4
37,High School,Single,0,North,Employed,11.1,133,35689.85,2974.15,1.33,10946.24,655,15,0,0.0671,Personal,28854.44,84,2.85,379.34,0.1275,0.8085,Rent,0,5
19,Associate,Married,3,South,Employed,9.0,108,30150.29,2512.52,2098.47,860.3,772,5,4,0.1678,Vacation,48875.75,12,6.47,4217.1,1.0,1.6211,Rent,1,1
24,Master,Married,3,West,Employed,12.3,147,70003.75,5833.65,1609.75,8945.77,661,12,8,0.0674,Medical,22442.64,12,7.8,1950.19,0.3343,0.3206,Rent,1,3
23,Bachelor,Married,4,North,Employed,11.1,133,27087.56,2257.3,14213.36,7995.28,701,7,9,0.3891,Car,22437.3,120,4.13,228.54,0.1012,0.8283,Mortgage,0,5
61,Master,Married,1,East,Retired,8.8,105,89802.19,7483.52,3481.33,13279.24,684,17,7,0.6023,Vacation,7598.31,48,9.15,189.61,0.0253,0.0846,Mortgage,0,0
59,High School,Divorced,0,North,Unemployed,6.8,81,58333.44,4861.12,8332.65,5614.27,659,17,8,0.332,Business,28610.09,84,8.65,455.29,0.0937,0.4905,Other,0,2
57,High School,Single,3,East,Unemployed,7.5,89,50599.5,4216.63,5377.64,813.25,739,16,3,0.0778,Vacation,6854.89,84,6.54,101.92,0.0242,0.1355,Mortgage,1,7
44,High School,Divorced,5,West,Employed,0.0,0,40699.68,3391.64,3038.85,4819.29,615,16,6,0.4714,Vacation,20679.13,120,9.81,271.12,0.0799,0.5081,Mortgage,0,4
58,High School,Single,4,Central,Employed,4.0,47,62007.67,5167.31,2695.18,4969.75,783,10,5,0.5629,Vacation,27314.5,84,8.18,428.15,0.0829,0.4405,Mortgage,1,6
27,High School,Single,1,North,Part-Time,17.0,204,46616.52,3884.71,7483.29,2357.29,757,17,9,0.0793,Business,100518.41,60,7.68,2022.81,0.5207,2.1563,Rent,0,5
69,Bachelor,Married,2,East,Employed,3.9,46,85203.34,7100.28,30930.89,1847.18,758,0,0,0.3328,Vacation,3330.34,84,7.87,51.68,0.0073,0.0391,Own,0,6
46,Bachelor,Single,1,East,Employed,0.0,0,76989.9,6415.82,2117.13,8487.73,850,17,9,0.0857,Home,60648.02,36,2.54,1751.57,0.273,0.7877,Rent,0,1
71,Bachelor,Married,4,North,Employed,12.5,150,98936.29,8244.69,21825.42,223.21,713,11,3,0.1591,Home,78869.92,24,7.45,3547.15,0.4302,0.7972,Mortgage,1,0
26,Bachelor,Divorced,3,West,Retired,9.2,110,50669.48,4222.46,9018.86,1196.6,689,16,7,0.3965,Business,20664.55,48,8.13,505.79,0.1198,0.4078,Mortgage,0,5
46,High School,Married,2,North,Part-Time,9.5,114,43891.6,3657.63,15705.53,10016.14,717,14,4,0.2087,Home,40647.31,60,7.8,820.38,0.2243,0.9261,Own,1,4
57,Bachelor,Married,0,West,Employed,7.2,86,76309.75,6359.15,20870.66,1066.4,647,9,1,0.2857,Home,14558.33,36,3.56,426.96,0.0671,0.1908,Mortgage,0,4
46,High School,Widowed,3,South,Retired,12.6,150,38614.79,3217.9,7213.33,2609.74,673,16,8,0.2703,Home,6010.2,120,8.6,74.83,0.0233,0.1556,Rent,1,4
43,Master,Married,2,North,Part-Time,15.6,187,89626.64,7468.89,19483.82,966.4,613,6,0,0.1799,Personal,82603.22,120,5.73,905.81,0.1213,0.9216,Mortgage,1,0
27,High School,Single,0,North,Self-Employed,5.4,64,34275.1,2856.26,17936.41,4558.71,788,9,1,0.3134,Education,24235.14,36,9.73,778.95,0.2727,0.7071,Other,1,7
39,Bachelor,Divorced,1,East,Employed,11.2,133,61651.86,5137.66,16146.33,10708.49,599,19,7,0.2908,Medical,36523.61,12,4.38,3116.33,0.6066,0.5924,Own,0,2
31,Master,Single,4,South,Employed,13.6,163,71676.89,5973.07,23319.06,3965.95,614,11,8,0.2138,Medical,2881.01,24,12.01,135.63,0.0227,0.0402,Mortgage,0,1
35,Bachelor,Single,4,East,Employed,5.1,61,51219.82,4268.32,5904.66,175.4,663,15,5,0.4737,Vacation,24865.28,84,7.0,375.3,0.0879,0.4855,Own,0,4
56,Bachelor,Single,2,Central,Self-Employed,15.5,186,74513.44,6209.45,7172.59,6751.82,591,8,1,0.1452,Home,6352.67,120,2.34,59.41,0.0096,0.0853,Rent,0,4
53,Bachelor,Married,4,Central,Self-Employed,13.6,162,61524.85,5127.07,17629.12,12800.63,627,0,5,0.4724,Personal,123031.73,48,7.65,2983.23,0.5819,1.9997,Rent,0,2
52,High School,Married,4,West,Employed,1.8,21,47418.77,3951.56,4409.88,6106.56,651,19,5,0.3341,Education,33838.9,24,9.8,1558.33,0.3944,0.7136,Own,0,2
38,Bachelor,Married,3,East,Employed,16.0,191,51493.44,4291.12,6393.04,30261.69,743,3,5,0.4397,Car,42293.82,120,2.99,408.11,0.0951,0.8213,Rent,0,0
72,Master,Married,1,North,Employed,2.1,24,104762.97,8730.25,24723.62,39031.84,564,11,1,0.262,Education,5193.66,36,7.13,160.67,0.0184,0.0496,Rent,0,0
22,PhD,Married,2,East,Unemployed,4.6,54,47262.9,3938.57,48103.47,8087.06,638,13,0,0.3677,Personal,52965.79,24,1.5,2241.56,0.5691,1.1207,Rent,0,1
37,Bachelor,Divorced,4,North,Employed,11.4,137,56165.96,4680.5,7244.28,5840.48,704,17,5,0.1662,Medical,25257.11,60,11.84,559.83,0.1196,0.4497,Rent,0,1
24,Associate,Single,1,North,Part-Time,13.2,158,45121.68,3760.14,8110.21,5499.57,720,15,0,0.3286,Business,60547.95,12,7.67,5257.86,1.0,1.3419,Rent,1,7
37,Master,Single,3,South,Retired,8.5,101,79329.06,6610.75,3730.65,394.91,850,16,9,0.5582,Car,46941.13,12,10.98,4148.3,0.6275,0.5917,Mortgage,0,0
72,Bachelor,Married,4,West,Part-Time,4.9,58,96271.22,8022.6,40564.42,24009.03,797,2,2,0.2473,Business,108831.65,60,9.08,2263.51,0.2821,1.1305,Other,0,1
38,Associate,Single,3,West,Employed,6.7,80,44861.62,3738.47,1100.98,18188.21,812,6,8,0.2935,Home,18353.12,120,1.5,164.8,0.0441,0.4091,Rent,0,5
69,High School,Married,3,West,Part-Time,6.1,73,56959.31,4746.61,2043.6,183.74,557,11,6,0.1011,Vacation,54196.15,48,4.36,1232.43,0.2596,0.9515,Rent,0,1
46,High School,Married,1,South,Unemployed,12.2,146,51895.99,4324.67,4962.94,5233.49,706,16,4,0.6719,Business,22674.94,120,4.67,236.91,0.0548,0.4369,Mortgage,1,7
57,Bachelor,Married,2,West,Part-Time,6.0,71,74907.27,6242.27,13721.72,19627.09,730,11,5,0.4215,Education,7050.04,24,5.85,311.98,0.05,0.0941,Mortgage,0,6
44,High School,Single,0,Central,Employed,4.7,56,46676.0,3889.67,14984.3,20960.54,582,18,0,0.072,Car,32288.71,84,7.9,501.59,0.129,0.6918,Own,0,6
33,High School,Married,0,West,Employed,0.6,7,51319.41,4276.62,3419.62,6899.63,661,8,0,0.0993,Vacation,7535.06,120,4.62,78.52,0.0184,0.1468,Own,0,5
61,High School,Married,3,West,Employed,5.0,60,53736.45,4478.04,24980.33,19678.07,744,7,3,0.1181,Medical,29847.59,120,7.9,360.49,0.0805,0.5554,Mortgage,0,2
73,PhD,Divorced,1,Central,Employed,7.4,88,135243.0,11270.25,113422.17,24313.21,749,10,3,0.574,Medical,10616.04,84,9.22,172.0,0.0153,0.0785,Other,0,1
33,High School,Married,2,West,Part-Time,2.3,28,33919.34,2826.61,23478.0,1510.96,782,2,3,0.1525,Car,16463.25,24,4.52,718.7,0.2543,0.4854,Mortgage,1,0
62,High School,Married,2,Central,Employed,0.0,0,54100.41,4508.37,4657.35,2825.97,690,1,1,0.1042,Home,7511.9,120,5.48,81.43,0.0181,0.1389,Rent,0,7
32,Bachelor,Married,2,South,Part-Time,12.9,154,63774.15,5314.51,29347.77,6930.94,636,5,1,0.6829,Education,126026.06,36,11.87,4178.08,0.7862,1.9761,Rent,1,3
58,Associate,Single,4,South,Self-Employed,3.0,35,68840.33,5736.69,32875.11,15806.97,728,8,3,0.1341,Business,10350.3,12,9.47,907.42,0.1582,0.1504,Other,0,3
62,PhD,Married,2,North,Employed,1.5,17,145696.94,12141.41,46849.43,121.46,696,7,8,0.5671,Personal,18812.43,36,6.03,572.6,0.0472,0.1291,Mortgage,0,0
43,PhD,Married,5,North,Employed,15.8,190,107658.79,8971.57,20280.37,5349.35,717,3,4,0.0804,Car,16950.04,12,10.77,1496.24,0.1668,0.1574,Rent,0,5
60,Bachelor,Single,2,East,Employed,12.2,146,60073.33,5006.11,30689.62,1113.9,531,16,3,0.3652,Vacation,22114.49,24,6.04,980.49,0.1959,0.3681,Mortgage,1,1
33,Bachelor,Married,5,Central,Employed,13.1,157,61432.67,5119.39,5211.39,8167.16,680,12,4,0.468,Business,8247.83,48,8.51,203.35,0.0397,0.1343,Rent,0,2
22,Bachelor,Married,5,South,Retired,10.5,126,48434.04,4036.17,8210.61,3008.61,714,8,2,0.6561,Medical,20249.12,60,2.93,363.21,0.09,0.4181,Rent,0,5
23,High School,Married,2,West,Employed,14.6,174,33889.58,2824.13,15096.75,6001.16,680,11,8,0.1505,Car,26151.3,36,9.49,837.61,0.2966,0.7717,Other,0,6
43,Associate,Single,4,North,Employed,12.4,149,63023.96,5252.0,17844.93,8334.29,669,13,7,0.1931,Vacation,26813.34,120,7.34,316.04,0.0602,0.4254,Mortgage,1,7
69,High School,Married,2,Central,Employed,6.3,75,58103.57,4841.96,28652.27,4689.26,669,0,0,0.4564,Medical,87516.01,24,7.79,3949.7,0.8157,1.5062,Mortgage,0,0
25,High School,Single,5,East,Self-Employed,2.7,32,38246.15,3187.18,7129.21,2095.58,610,18,2,0.1567,Business,41935.74,48,6.04,985.66,0.3093,1.0965,Mortgage,0,6
43,Bachelor,Married,4,East,Self-Employed,1.6,19,55786.06,4648.84,16216.45,4634.38,749,19,2,0.3894,Vacation,148035.45,120,12.24,2144.8,0.4614,2.6536,Own,1,5
58,High School,Married,2,South,Retired,7.3,87,44977.71,3748.14,3550.21,1089.01,656,2,9,0.3377,Education,22635.94,60,10.29,484.14,0.1292,0.5033,Rent,0,4
29,High School,Married,1,Central,Employed,2.5,30,33886.7,2823.89,9450.91,524.33,479,8,4,0.266,Vacation,20553.1,24,5.36,905.0,0.3205,0.6065,Own,0,1
59,Bachelor,Married,5,East,Employed,4.0,48,74690.56,6224.21,24788.74,4608.83,631,16,3,0.2639,Vacation,8333.13,24,5.69,368.18,0.0592,0.1116,Other,0,1
35,Bachelor,Married,3,North,Part-Time,7.2,86,62384.25,5198.69,18520.51,11480.98,618,4,7,0.3403,Car,13290.68,120,8.26,163.09,0.0314,0.213,Mortgage,0,1
64,High School,Married,4,East,Employed,15.0,179,50694.27,4224.52,9913.09,12478.38,654,10,3,0.2597,Business,26924.17,120,3.83,270.43,0.064,0.5311,Rent,0,4
51,High School,Married,4,East,Employed,0.4,5,57998.98,4833.25,50824.05,19241.04,628,9,8,0.5388,Car,18692.1,24,7.24,838.96,0.1736,0.3223,Other,0,6
49,High School,Single,0,West,Retired,8.1,97,43032.65,3586.05,12575.49,5612.6,671,14,2,0.2816,Medical,91697.37,60,7.05,1818.01,0.507,2.1309,Rent,0,0
28,Associate,Married,1,East,Self-Employed,1.7,20,43940.71,3661.73,8228.92,6819.15,695,12,4,0.1924,Medical,21260.32,84,8.07,332.13,0.0907,0.4838,Mortgage,0,4
44,Master,Married,5,South,Employed,5.2,62,84880.95,7073.41,31680.79,10953.55,616,1,0,0.419,Medical,8285.27,12,5.7,711.94,0.1007,0.0976,Mortgage,0,2
66,PhD,Divorced,1,North,Retired,12.6,151,136310.42,11359.2,19682.1,34751.29,684,18,9,0.2266,Education,7108.38,12,8.48,619.93,0.0546,0.0521,Mortgage,0,2
19,Bachelor,Single,5,Central,Employed,3.8,45,48806.3,4067.19,24741.51,3985.44,733,16,6,0.252,Education,152375.17,48,6.58,3619.37,0.8899,3.122,Own,0,4
61,Bachelor,Married,2,North,Employed,6.7,80,96896.66,8074.72,5917.73,7151.01,651,18,5,0.1919,Business,34211.51,12,8.47,2983.46,0.3695,0.3531,Rent,1,7
46,Master,Single,5,South,Employed,8.7,104,80572.6,6714.38,1751.84,5539.66,732,1,6,0.2016,Medical,9395.52,60,7.5,188.25,0.028,0.1166,Rent,0,5
59,Bachelor,Divorced,3,North,Employed,11.5,138,79701.9,6641.83,5394.52,17895.48,785,14,8,0.4711,Education,134692.63,120,7.23,1579.63,0.2378,1.69,Own,0,7
55,High School,Married,0,South,Employed,5.3,63,51332.12,4277.68,1108.18,8980.66,604,9,5,0.1289,Car,16211.58,36,7.5,504.27,0.1179,0.3158,Own,0,2
42,High School,Married,1,North,Unemployed,14.3,171,50024.33,4168.69,17148.35,19548.73,703,15,3,0.1843,Education,4251.55,84,2.83,55.84,0.0134,0.085,Rent,0,6
35,Bachelor,Married,5,South,Retired,5.8,69,61590.99,5132.58,28302.53,68.91,842,7,7,0.0241,Business,8439.15,48,5.16,194.95,0.038,0.137,Rent,0,2
53,Bachelor,Single,1,Central,Part-Time,10.4,125,74158.1,6179.84,480.8,19051.96,699,7,3,0.2163,Car,18153.85,12,6.18,1563.94,0.2531,0.2448,Mortgage,0,4
25,High School,Married,1,South,Retired,7.1,84,26634.63,2219.55,6108.5,9991.42,613,9,8,0.2757,Vacation,16492.53,84,8.09,257.79,0.1161,0.6192,Rent,0,6
51,Associate,Divorced,0,Central,Employed,11.7,140,57098.74,4758.23,19453.02,3204.45,719,6,7,0.3458,Business,29233.63,60,7.2,581.61,0.1222,0.512,Mortgage,0,1
23,Associate,Single,3,West,Employed,18.1,217,34499.27,2874.94,2869.26,5531.06,666,18,2,0.2218,Medical,169609.26,36,9.92,5466.76,1.0,4.9163,Mortgage,1,6
55,Associate,Widowed,4,Central,Employed,6.6,79,59859.18,4988.26,12999.93,3807.82,578,7,5,0.7647,Education,15516.86,84,16.48,312.47,0.0626,0.2592,Mortgage,1,5
53,Bachelor,Divorced,5,West,Employed,7.9,95,65792.86,5482.74,6186.36,2797.68,666,5,3,0.3449,Business,22190.38,84,6.86,333.35,0.0608,0.3373,Own,0,4
22,Bachelor,Widowed,5,Central,Employed,5.8,70,43454.54,3621.21,1666.92,4646.74,588,7,5,0.1949,Home,11144.92,12,8.71,973.16,0.2687,0.2565,Mortgage,1,0
61,Bachelor,Divorced,5,East,Employed,5.1,60,75512.06,6292.67,16672.49,4471.81,548,5,0,0.3601,Education,24075.26,36,8.98,765.32,0.1216,0.3188,Mortgage,0,5
41,Associate,Single,5,Central,Retired,4.5,54,50703.91,4225.33,12839.15,7721.36,749,11,7,0.1093,Vacation,284314.51,36,16.8,10107.78,1.0,5.6073,Other,0,1
62,High School,Married,3,North,Employed,7.9,94,54072.22,4506.02,54704.21,2289.67,492,0,9,0.5826,Business,5458.39,36,7.57,169.97,0.0377,0.1009,Rent,0,5
20,Master,Single,4,Central,Part-Time,4.1,49,50148.29,4179.02,4216.47,11765.96,791,10,6,0.103,Home,2669.99,12,2.53,225.56,0.054,0.0532,Rent,0,1
28,Bachelor,Married,3,North,Employed,4.3,51,52696.24,4391.35,3877.56,537.67,725,15,5,0.2898,Home,7095.84,24,7.27,318.56,0.0725,0.1347,Rent,0,3
46,High School,Single,0,North,Employed,0.0,0,41709.44,3475.79,16800.33,5087.89,799,7,2,0.107,Medical,6200.19,36,1.5,176.24,0.0507,0.1487,Own,0,3
28,Associate,Divorced,0,West,Self-Employed,14.9,179,40467.79,3372.32,1907.71,2674.28,813,5,8,0.1068,Personal,26951.33,24,5.4,1187.27,0.3521,0.666,Own,0,1
36,Master,Single,0,South,Employed,16.2,194,75918.04,6326.5,21919.46,641.53,769,15,1,0.207,Car,69040.13,36,6.37,2111.92,0.3338,0.9094,Mortgage,0,6
55,Master,Single,2,North,Employed,11.2,134,69351.53,5779.29,12303.16,2881.98,645,3,5,0.2737,Business,26771.7,48,6.12,630.24,0.1091,0.386,Rent,0,0
26,Master,Single,2,Central,Self-Employed,3.6,43,91952.18,7662.68,1710.45,2739.44,630,19,0,0.1169,Medical,41322.71,120,14.25,647.84,0.0845,0.4494,Mortgage,0,0
56,Bachelor,Married,3,East,Self-Employed,1.7,20,78998.1,6583.18,11553.21,1060.1,689,18,8,0.3654,Home,24408.52,36,13.83,832.25,0.1264,0.309,Rent,0,7
23,Bachelor,Single,3,East,Employed,0.2,2,50958.66,4246.56,12949.96,11120.82,759,10,7,0.5093,Personal,15348.27,120,8.97,194.16,0.0457,0.3012,Other,0,6
27,Bachelor,Single,2,South,Employed,11.2,134,47425.28,3952.11,4667.71,10144.67,831,0,5,0.4359,Medical,27923.07,36,13.33,945.25,0.2392,0.5888,Mortgage,0,6
51,High School,Single,4,West,Employed,14.3,171,50086.24,4173.85,13606.63,4410.69,599,7,5,0.1675,Home,5548.27,12,9.0,485.2,0.1162,0.1108,Rent,0,3
63,Bachelor,Married,5,South,Employed,8.8,105,70720.94,5893.41,18145.02,9179.67,744,14,0,0.2527,Car,227306.09,84,12.32,4051.92,0.6875,3.2141,Mortgage,0,0
27,Bachelor,Divorced,1,East,Unemployed,12.3,147,55521.82,4626.82,4879.6,2504.34,683,15,3,0.2757,Business,18176.31,48,4.65,415.74,0.0899,0.3274,Mortgage,0,1
35,High School,Married,1,North,Employed,10.2,122,31170.79,2597.57,7260.77,3513.31,683,0,4,0.8695,Personal,13621.87,12,7.81,1183.76,0.4557,0.437,Rent,0,1
70,Master,Single,5,South,Employed,4.1,49,98603.56,8216.96,8234.89,12513.78,732,3,1,0.7883,Medical,9466.29,120,9.33,121.59,0.0148,0.096,Other,0,7
74,Bachelor,Single,5,North,Self-Employed,13.0,156,83520.55,6960.05,24906.52,32882.15,474,12,3,0.3337,Car,21440.96,24,12.91,1018.39,0.1463,0.2567,Rent,0,6
51,High School,Single,1,South,Unemployed,12.7,152,58015.46,4834.62,6751.5,4047.97,682,11,1,0.2813,Education,33081.07,60,11.3,724.2,0.1498,0.5702,Rent,1,4
43,Associate,Married,3,South,Employed,3.0,36,47247.29,3937.27,3687.99,3011.86,581,1,5,0.1087,Personal,24984.79,24,5.33,1099.8,0.2793,0.5288,Mortgage,0,5
37,Master,Single,3,West,Self-Employed,12.0,144,80950.29,6745.86,51678.56,2206.43,738,5,6,0.4479,Business,22890.27,24,9.43,1050.26,0.1557,0.2828,Mortgage,1,6
52,PhD,Single,3,Central,Self-Employed,7.3,87,88156.18,7346.35,57388.93,9131.19,705,8,4,0.2199,Car,12002.55,48,6.37,283.91,0.0386,0.1362,Rent,0,0
51,Bachelor,Single,5,East,Employed,6.7,80,70998.47,5916.54,43324.38,20587.15,815,3,1,0.4405,Vacation,24152.02,12,8.9,2111.0,0.3568,0.3402,Rent,0,4
34,PhD,Married,0,Central,Employed,10.0,119,113730.26,9477.52,6545.63,9799.91,799,11,1,0.2337,Home,150169.88,120,9.22,1919.93,0.2026,1.3204,Rent,0,6
19,Master,Married,3,South,Unemployed,9.8,117,63962.63,5330.22,13518.94,4555.04,631,10,5,0.4099,Vacation,14638.06,60,9.54,307.69,0.0577,0.2289,Mortgage,0,3
26,Master,Single,1,East,Employed,12.4,149,44479.88,3706.66,16614.14,4147.28,702,13,2,0.1816,Education,69110.39,84,9.46,1127.99,0.3043,1.5537,Mortgage,1,7
72,Master,Married,4,West,Employed,3.8,45,114332.5,9527.71,17159.15,16689.94,809,2,4,0.2508,Medical,15236.43,120,7.25,178.89,0.0188,0.1333,Mortgage,0,6
41,Bachelor,Married,3,North,Self-Employed,10.8,129,59087.87,4923.99,15969.9,2456.91,718,11,7,0.3629,Education,20934.49,48,7.32,504.38,0.1024,0.3543,Rent,1,6
45,Master,Divorced,4,East,Employed,2.2,26,98554.32,8212.86,46355.82,9144.99,737,10,6,0.5951,Medical,61747.21,60,10.17,1317.07,0.1604,0.6265,Mortgage,0,0
44,Bachelor,Single,5,Central,Employed,7.1,85,64398.63,5366.55,11890.68,18165.8,812,12,3,0.4123,Business,1914.04,24,1.5,81.0,0.0151,0.0297,Rent,0,2
62,Master,Married,4,East,Employed,7.4,89,88502.69,7375.22,37753.6,943.87,799,17,8,0.4012,Business,44277.96,60,5.36,842.86,0.1143,0.5003,Own,0,1
21,High School,Divorced,5,Central,Employed,12.9,154,31996.51,2666.38,4982.44,322.96,697,16,7,0.5229,Business,9283.69,84,4.74,130.1,0.0488,0.2901,Rent,0,2
22,Master,Widowed,4,West,Self-Employed,8.0,96,54639.66,4553.3,9489.2,1109.94,768,14,9,0.1124,Vacation,21109.3,84,10.75,358.63,0.0788,0.3863,Own,1,7
33,PhD,Divorced,3,North,Employed,6.7,80,62589.27,5215.77,10157.04,93.43,755,5,4,0.1325,Medical,28378.97,120,7.81,341.47,0.0655,0.4534,Rent,0,1
45,Associate,Single,2,East,Employed,15.1,181,54915.13,4576.26,23320.66,14921.26,818,12,9,0.3187,Car,78926.4,24,8.89,3601.79,0.7871,1.4372,Mortgage,0,1
56,PhD,Divorced,2,South,Self-Employed,5.9,70,119737.06,9978.09,8356.08,7085.94,691,2,6,0.4296,Medical,25746.73,84,6.28,379.64,0.038,0.215,Rent,0,5
45,Bachelor,Divorced,2,Central,Part-Time,5.6,67,69050.63,5754.22,3636.83,3307.46,785,1,4,0.4558,Vacation,30619.6,12,9.15,2679.89,0.4657,0.4434,Rent,1,1
43,High School,Single,3,South,Employed,0.0,0,50778.04,4231.5,30982.04,10804.91,651,9,3,0.3676,Education,7571.0,84,2.96,99.91,0.0236,0.1491,Mortgage,0,1
71,High School,Single,4,East,Employed,6.9,82,59187.81,4932.32,993.48,8707.69,722,1,7,0.3094,Medical,7349.94,36,11.27,241.58,0.049,0.1242,Own,1,5
27,Master,Divorced,2,West,Employed,3.3,39,51466.78,4288.9,29528.67,2651.68,756,12,6,0.1607,Education,27397.87,120,2.62,259.83,0.0606,0.5323,Rent,0,7
50,Bachelor,Single,3,Central,Retired,6.7,80,63306.5,5275.54,21249.46,22517.72,740,16,6,0.1403,Vacation,39234.61,84,11.17,675.39,0.128,0.6198,Mortgage,0,0
48,Associate,Married,2,East,Employed,9.2,110,58013.41,4834.45,10849.36,7051.38,710,4,3,0.208,Education,68427.52,12,1.5,5748.73,1.0,1.1795,Mortgage,0,1
44,Bachelor,Married,3,Central,Employed,2.6,30,74921.77,6243.48,59138.39,28753.51,683,15,5,0.0916,Education,33144.64,36,4.83,990.86,0.1587,0.4424,Mortgage,0,5
64,Associate,Married,4,North,Self-Employed,3.9,46,69046.88,5753.91,12666.23,1669.74,743,2,6,0.0479,Vacation,11437.89,84,5.06,161.99,0.0282,0.1657,Rent,0,2
33,Bachelor,Single,2,Central,Part-Time,0.0,0,55342.41,4611.87,4146.33,4473.59,727,2,5,0.4021,Personal,24181.08,48,11.49,630.77,0.1368,0.4369,Mortgage,0,3
72,Master,Married,2,South,Retired,5.5,65,111421.38,9285.12,66893.15,12729.97,694,2,7,0.5977,Education,13067.2,120,10.84,178.8,0.0193,0.1173,Rent,0,2
36,Bachelor,Married,1,West,Employed,3.3,39,58734.49,4894.54,18647.34,2672.45,739,9,7,0.152,Education,8675.69,36,4.68,258.78,0.0529,0.1477,Other,0,5
49,Master,Divorced,2,East,Retired,18.7,224,109828.64,9152.39,13665.01,13540.87,565,8,9,0.252,Business,10697.08,120,13.55,163.23,0.0178,0.0974,Own,1,0
47,Bachelor,Single,2,West,Employed,15.5,186,66925.01,5577.08,17106.22,18392.62,719,19,8,0.3617,Medical,5345.87,48,5.62,124.61,0.0223,0.0799,Mortgage,0,0
